,Unnamed: 0,num_acidente,chv_localidade,data_acidente,uf_acidente,ano_acidente,mes_acidente,mes_ano_acidente,codigo_ibge,dia_semana,fase_dia,tp_acidente,cond_meteorologica,end_acidente,num_end_acidente,cep_acidente,bairro_acidente,km_via_acidente,latitude_acidente,longitude_acidente,hora_acidente,tp_rodovia,cond_pista,tp_cruzamento,tp_pavimento,tp_curva,lim_velocidade,tp_pista,ind_guardrail,ind_cantcentral,ind_acostamento,qtde_acidente,qtde_acid_com_obitos,qtde_envolvidos,qtde_feridosilesos,qtde_obitos
11852,3081253,3643124,RR1400175202209,2022-09-10,RR,2022,9,92022,1400175,SABADO,NOITE,ATROPELAMENTO COM ANIMAIS,NAO INFORMADO,BR 432,0,0,,107,2.2338488,-60.6746797,190000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11853,3081254,3958901,RR1400233202209,2022-09-04,RR,2022,9,92022,1400233,DOMINGO,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,BR 210,0,0,,0,0.8228596,-59.5544745,123000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11854,3081255,696117,RR1400308202209,2022-09-10,RR,2022,9,92022,1400308,SABADO,MANHA,CHOQUE,NAO INFORMADO,VICINAL DA EMBRAPA,0,0,,0,2.4470769,-60.9187276,84000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,1,0,1
11855,3081256,2109961,RR1400100202209,2022-09-20,RR,2022,9,92022,1400100,TERCA-FEIRA,DESCONHECIDO,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,R LAURA PINHEIRO MAIA,0,69316738,SANTA LUZIA,0,2.8047091,-60.7509401,999999,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11856,3081257,1981483,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,TARDE,COLISAO,NAO INFORMADO,AV SAO SEBASTIAO,0,0,SANTA TEREZA,0,2.8217109,-60.7282116,172000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11857,3081258,734370,RR1400472202209,2022-09-01,RR,2022,9,92022,1400472,QUINTA-FEIRA,NOITE,COLISAO LATERAL,NAO INFORMADO,VICINAL 1,0,69373000,,2,0.9439379,-60.42963,183000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11858,3081259,2263009,RR1400100202209,2022-09-06,RR,2022,9,92022,1400100,TERCA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV SAO SEBASTIAO,0,0,CAMBARA,0,2.8217109,-60.7282116,195000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11859,3081260,1143940,RR1400100202209,2022-09-29,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,R HC-14,0,69316484,SEN. HELIO CAMPOS,0,2.8033975,-60.7667933,174200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11860,3081261,1720772,RR1400100202209,2022-09-22,RR,2022,9,92022,1400100,QUINTA-FEIRA,NOITE,COLISAO LATERAL,NAO INFORMADO,AV ATAIDE TEIVE,0,0,SILVIO LEITE,0,2.8178426,-60.7250229,203400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11861,3081262,523363,RR1400100202209,2022-09-22,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV SAO SEBASTIAO,0,0,CAMBARA,0,2.8217109,-60.7282116,120200,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11862,3081263,2125811,RR1400100202209,2022-09-07,RR,2022,9,92022,1400100,QUARTA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV PRINCESA ISABEL,0,0,JARDIM FLORESTA,0,2.8277844,-60.7150654,191000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11863,3081264,243898,RR1400100202209,2022-09-20,RR,2022,9,92022,1400100,TERCA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,R RAIO SOLAR,0,69313055,JOQUEI CLUBE,0,2.8059613,-60.7190465,170800,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11864,3081265,3523454,RR1400472202209,2022-09-18,RR,2022,9,92022,1400472,DOMINGO,MANHA,CAPOTAMENTO,NAO INFORMADO,BR 174,0,0,,208,-0.1778149,-60.6870639,62000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,4,3,1
11865,3081266,4419072,RR1400100202209,2022-09-02,RR,2022,9,92022,1400100,SEXTA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,AV CAP  JULIO BEZERRA,0,0,SAO FRANCISCO,0,2.8331848,-60.669754,122900,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11866,3081267,670618,RR1400050202209,2022-09-18,RR,2022,9,92022,1400050,DOMINGO,NOITE,CHOQUE,NAO INFORMADO,RR 205,0,0,,0,3.0549057,-61.2858908,224000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,4,4,0
11867,3081268,2395370,RR1400100202209,2022-09-21,RR,2022,9,92022,1400100,QUARTA-FEIRA,MADRUGADA,CHOQUE,NAO INFORMADO,AV CARLOS P  DE MELO,0,0,SANTA TEREZA,0,2.8206339,-60.6737553,15600,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11868,3081269,1583758,RR1400472202209,2022-09-07,RR,2022,9,92022,1400472,QUARTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV DRA  YANDARA,0,69373000,,0,0.9447221,-60.4342643,173000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11869,3081270,2660020,RR1400100202209,2022-09-08,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R JOSE RENATO HADAD,0,69315077,SEN. HELIO CAMPOS,0,2.7799746,-60.7148612,121000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11870,3081271,3922918,RR1400100202209,2022-09-27,RR,2022,9,92022,1400100,TERCA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,R PARAIBA,0,69305470,SANTA TEREZA,0,2.844891,-60.6691275,80900,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11871,3081272,4376700,RR1400100202209,2022-09-05,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MANHA,COLISAO TRASEIRA,NAO INFORMADO,AV CENTENARIO,0,69312377,CENTENARIO,0,2.7990191,-60.7076235,93900,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11872,3081273,4191842,RR1400100202209,2022-09-16,RR,2022,9,92022,1400100,SEXTA-FEIRA,NOITE,COLISAO LATERAL,NAO INFORMADO,AV MAJOR WILLIAMS,0,0,MECEJANA,0,2.8206339,-60.6737553,184000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11873,3081274,3115943,RR1400100202209,2022-09-26,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV SAO JOSE,0,69317023,ALVORADA,0,2.8158498,-60.757669,95300,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11874,3081275,1506121,RR1400100202209,2022-09-19,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,NOITE,COLISAO FRONTAL,NAO INFORMADO,AV PADRE ANCHIETA,0,69314214,JARDIM PRIMAVERA,0,2.8266189,-60.7376256,214300,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11875,3081276,194152,RR1400100202209,2022-09-25,RR,2022,9,92022,1400100,DOMINGO,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV MARIO H  DE MELO,0,0,CENTRO,0,2.8233726,-60.7104939,195600,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11876,3081277,185332,RR1400100202209,2022-09-02,RR,2022,9,92022,1400100,SEXTA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,R BELO HORIZONTE,0,69316214,NOVA CIDADE,0,2.763678,-60.7370724,64400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11877,3081278,222160,RR1400100202209,2022-09-15,RR,2022,9,92022,1400100,QUINTA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV ATAIDE TEIVE,0,0,NOVA CANAA,0,2.8178426,-60.7250229,83500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11878,3081279,3001791,RR1400100202209,2022-09-17,RR,2022,9,92022,1400100,SABADO,TARDE,COLISAO LATERAL,NAO INFORMADO,AV VENEZUELA,0,0,SAO VICENTE,0,2.8305083,-60.6986649,154000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11879,3081280,952318,RR1400100202209,2022-09-01,RR,2022,9,92022,1400100,QUINTA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,R RITLER LUCENA,0,0,CARANA,0,2.8415952,-60.7202503,151500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11880,3081281,545125,RR1400159202209,2022-09-25,RR,2022,9,92022,1400159,DOMINGO,TARDE,COLISAO LATERAL,NAO INFORMADO,VICINAL MANOA,0,69380000,,0,3.3612797,-59.8366531,150000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11881,3081282,2682865,RR1400100202209,2022-09-07,RR,2022,9,92022,1400100,QUARTA-FEIRA,NOITE,CHOQUE,NAO INFORMADO,AV GLAYCON DE PAIVA,0,0,PRICUMA,0,2.816562,-60.684368,203000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,4,4,0
11882,3081283,2164470,RR1400100202209,2022-09-27,RR,2022,9,92022,1400100,TERCA-FEIRA,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,R PARAGUAI,113,69311114,CAUAME,0,2.8461043,-60.7124686,112000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11883,3081284,1118698,RR1400100202209,2022-09-03,RR,2022,9,92022,1400100,SABADO,NOITE,COLISAO LATERAL,NAO INFORMADO,PRACA DO CENTRO CIVICO,0,69306690,CENTRO,0,2.820464,-60.6721165,184400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,1,2,1,1
11884,3081285,649018,RR1400100202209,2022-09-10,RR,2022,9,92022,1400100,SABADO,MANHA,COLISAO LATERAL,NAO INFORMADO,R RIO UAILAN,0,69315040,ARACELIS,0,2.7925299,-60.7231529,115500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11885,3081286,542477,RR1400100202209,2022-09-12,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV FELINTO BARBOSA MONTEIRO,0,69303000,SILVIO BOTELHO,0,2.8030255,-60.7569578,225000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11886,3081287,1950092,RR1400472202209,2022-09-19,RR,2022,9,92022,1400472,SEGUNDA-FEIRA,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV SEN. HELIO CAMPOS,0,69373000,,0,0.9396299,-60.4394125,144000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11887,3081288,465555,RR1400100202209,2022-09-10,RR,2022,9,92022,1400100,SABADO,NOITE,QUEDA,NAO INFORMADO,AV OLIMPICA,414,0,JARDIM TROPICAL,0,2.7969017,-60.7313593,215600,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11888,3081289,374518,RR1400100202209,2022-09-11,RR,2022,9,92022,1400100,DOMINGO,MADRUGADA,CHOQUE,NAO INFORMADO,VIA DAS FLORES,0,0,PRICUMA,0,2.80722,-60.6965079,40000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11889,3081290,4353913,RR1400100202209,2022-09-04,RR,2022,9,92022,1400100,DOMINGO,NOITE,COLISAO LATERAL,NAO INFORMADO,R IZIDIO GALDINO DA SILVA,0,0,PINTOLANDIA,0,2.7975612,-60.7545952,221400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,3,3,0
11890,3081291,2924807,RR1400100202209,2022-09-20,RR,2022,9,92022,1400100,TERCA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,AV VILLE ROY,0,0,APARECIDA,0,2.8314066,-60.6637843,114000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11891,3081292,3743552,RR1400100202209,2022-09-20,RR,2022,9,92022,1400100,TERCA-FEIRA,NOITE,COLISAO TRANSVERSAL,NAO INFORMADO,AV PRINCESA ISABEL,3142,0,TANCREDO NEVES,0,2.8277844,-60.7150654,205700,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11892,3081293,1688332,RR1400100202209,2022-09-30,RR,2022,9,92022,1400100,SEXTA-FEIRA,TARDE,COLISAO LATERAL,NAO INFORMADO,R CRUZEIRO DO SUL,1141,69315076,JARDIM PRIMAVERA,0,2.7843361,-60.7230287,145400,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11893,3081294,551804,RR1400209202209,2022-09-30,RR,2022,9,92022,1400209,SEXTA-FEIRA,TARDE,CHOQUE,NAO INFORMADO,AV DR  ZANNY,0,69360000,,0,1.8172089,-61.1276426,150000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11894,3081295,3604560,RR1400100202209,2022-09-26,RR,2022,9,92022,1400100,SEGUNDA-FEIRA,MANHA,ATROPELAMENTO COM PEDESTRE,NAO INFORMADO,R CAMPO GRANDE,0,69316212,NOVA CIDADE,0,2.7645852,-60.7358153,84000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,1,1,0
11895,3081296,4466868,RR1400100202209,2022-09-23,RR,2022,9,92022,1400100,SEXTA-FEIRA,TARDE,COLISAO TRASEIRA,NAO INFORMADO,AV JOAO PEREIRA DE MELO,0,69301370,CENTRO,0,2.8193919,-60.6679849,142000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11896,3081297,1414192,RR1400100202209,2022-09-08,RR,2022,9,92022,1400100,QUINTA-FEIRA,NOITE,COLISAO TRASEIRA,NAO INFORMADO,AV CENTENARIO,0,69312377,CINTURAO VERDE,0,2.7990191,-60.7076235,185100,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11897,3081298,3907679,RR1400050202209,2022-09-27,RR,2022,9,92022,1400050,TERCA-FEIRA,NOITE,COLISAO FRONTAL,NAO INFORMADO,RR 205,0,0,,0,3.0549057,-61.2858908,185000,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,7,7,0
11898,3081299,2399543,RR1400100202209,2022-09-10,RR,2022,9,92022,1400100,SABADO,MANHA,COLISAO TRANSVERSAL,NAO INFORMADO,AV ATAIDE TEIVE,0,0,ALVORADA,0,2.8178426,-60.7250229,71500,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11899,3081300,2392899,RR1400100202209,2022-09-04,RR,2022,9,92022,1400100,DOMINGO,MANHA,CHOQUE,NAO INFORMADO,AV SAO JOSE,0,69317023,EQUATORIAL,0,2.8158498,-60.757669,112900,NAO INFORMADO,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,2,2,0
11900,3081301,1003270,RR1400100202210,2022-10-03,RR,2022,10,102022,1400100,SEGUNDA-FEIRA,MANHA,COLISAO TRASEIRA,NAO INFORMADO,R SALOMAO CRUZ,273,69312315,ASA BRANCA,0,2.8135693,-60.7174542,84200,MUNICIPAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
11901,3081302,2953234,RR1400100202210,2022-10-02,RR,2022,10,102022,1400100,DOMINGO,MANHA,COLISAO LATERAL,NAO INFORMADO,AV ATAIDE TEIVE,0,0,LIBERDADE,0,2.8178426,-60.7250229,105300,MUNICIPAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
11902,3081303,2823892,RR1400100202210,2022-10-11,RR,2022,10,102022,1400100,TERCA-FEIRA,MANHA,COLISAO LATERAL,NAO INFORMADO,AV DOS IMIGRANTES,1019,0,ASA BRANCA,0,2.8174857,-60.7127355,85000,MUNICIPAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
11903,3081304,1310263,RR1400100202210,2022-10-16,RR,2022,10,102022,1400100,DOMINGO,MADRUGADA,COLISAO,NAO INFORMADO,AV PARIME BRASIL,0,0,CIDADE SATELITE,0,2.8473885,-60.7239506,44500,MUNICIPAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
11904,3081305,3265843,RR1400100202210,2022-10-16,RR,2022,10,102022,1400100,DOMINGO,MADRUGADA,CHOQUE,NAO INFORMADO,AV N. S  DE NAZARE,557,0,ASA BRANCA,0,2.8210287,-60.7212995,32300,MUNICIPAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
11905,3081306,1006240,RR1400100202210,2022-10-15,RR,2022,10,102022,1400100,SABADO,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,R PEDRO ALDEMAR BANTIM,0,69316705,JARDIM TROPICAL,0,2.7993057,-60.7417988,173000,MUNICIPAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
11906,3081307,2777881,RR1400100202210,2022-10-23,RR,2022,10,102022,1400100,DOMINGO,MADRUGADA,COLISAO TRANSVERSAL,NAO INFORMADO,R LAURA PINHEIRO MAIA,1863,69316738,SEN. HELIO CAMPOS,0,2.8047091,-60.7509401,14000,MUNICIPAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
11907,3081308,1152312,RR1400100202210,2022-10-30,RR,2022,10,102022,1400100,DOMINGO,MANHA,COLISAO TRASEIRA,NAO INFORMADO,AV CARLOS P  DE MELO,0,0,SANTA TEREZA,0,2.8206339,-60.6737553,64200,ESTADUAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
11908,3081309,1592535,RR1400100202210,2022-10-01,RR,2022,10,102022,1400100,SABADO,NOITE,COLISAO LATERAL,NAO INFORMADO,AV DAS GALAXIAS,1188,69317468,CIDADE SATELITE,0,2.8382807,-60.7485668,224700,MUNICIPAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
11909,3081310,3495716,RR1400100202210,2022-10-08,RR,2022,10,102022,1400100,SABADO,TARDE,COLISAO TRANSVERSAL,NAO INFORMADO,AV BENTO GONCALVES,0,0,OPERARIO,0,2.7780037,-60.7470927,135200,MUNICIPAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
11910,3081311,216721,RR1400100202210,2022-10-07,RR,2022,10,102022,1400100,SEXTA-FEIRA,MADRUGADA,COLISAO TRASEIRA,NAO INFORMADO,AV DAS GALAXIAS,1344,69317468,CIDADE SATELITE,0,2.8382807,-60.7485668,51200,MUNICIPAL,NAO INFORMADO,DESCONHECIDO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,NAO INFORMADO,1,0,0,0,0
